# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "16" "-p" "-t" "exon" "-g" "gene_id" "-a" "reference/AmoebaDB-61_NgruberiNEG-M.gtf" "data/mapping/Ng_01_mapping.bam" "data/mapping/Ng_02_mapping.bam" "data/mapping/Ng_03_mapping.bam" "data/mapping/Ng_04_mapping.bam" "data/mapping/Ng_05_mapping.bam" "data/mapping/Ng_06_mapping.bam" "data/mapping/Ng_07_mapping.bam" "data/mapping/Ng_08_mapping.bam" "data/mapping/Ng_09_mapping.bam" "data/mapping/Ng_10_mapping.bam" "data/mapping/Ng_11_mapping.bam" "data/mapping/Ng_12_mapping.bam" "data/mapping/Ng_13_mapping.bam" "data/mapping/Ng_14_mapping.bam" "data/mapping/Ng_15_mapping.bam" "data/mapping/Ng_16_mapping.bam" "data/mapping/Ng_17_mapping.bam" "data/mapping/Ng_19_mapping.bam" "data/mapping/Ng_21_mapping.bam" "-o" "data/feature_counts/counts.txt" 
Geneid	Chr	Start	End	Strand	Length	data/mapping/Ng_01_mapping.bam	data/mapping/Ng_02_mapping.bam	data/mapping/Ng_03_mapping.bam	data/mapping/Ng_04_mapping.bam	data/mapping/Ng_05_mapping.bam	data/mapping/Ng_06_mapping.bam	data/mapping/Ng_07_mapping.bam	data/mapping/Ng_08_mapping.bam	data/mapping/Ng_09_mapping.bam	data/mapping/Ng_10_mapping.bam	data/mapping/Ng_11_mapping.bam	data/mapping/Ng_12_mapping.bam	data/mapping/Ng_13_mapping.bam	data/mapping/Ng_14_mapping.bam	data/mapping/Ng_15_mapping.bam	data/mapping/Ng_16_mapping.bam	data/mapping/Ng_17_mapping.bam	data/mapping/Ng_19_mapping.bam	data/mapping/Ng_21_mapping.bam
GENE_75988	GG738932.1	77891	83332	+	5442	52	86	24	111	15	26	15	38	2245	2188	2438	2388	2700	174	168	180	194	24	45
GENE_t831	GG738932.1	83378	83449	-	72	0	5	0	12	2	0	2	5	10	11	15	13	7	14	28	17	24	4	15
GENE_75989	GG738932.1;GG738932.1;GG738932.1	83830;84865;86566	84841;86517;87857	-;-;-	3957	33	25	0	19	31	40	31	39	118	83	118	131	145	37	18	79	58	114	96
GENE_75990	GG738932.1	89255	89866	+	612	8	13	22	18	37	42	27	24	84	54	71	69	95	777	924	362	386	50	31
GENE_75991	GG738932.1	89951	91087	-	1137	0	27	30	20	71	50	68	76	182	163	213	171	188	385	231	278	289	217	225
GENE_82245	GG738932.1	93733	94797	-	1065	87	113	34	133	99	76	117	221	478	612	761	552	577	554	446	496	543	399	484
GENE_t830	GG738932.1	95000	95083	+	84	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GENE_60021	GG738932.1	96454	97591	+	1138	8030	14295	637	16104	15551	14353	14681	20613	6570	9381	13687	8391	7706	36466	29939	16129	18671	29032	38298
GENE_54448	GG738932.1	97724	99541	-	1818	2141	3134	851	3812	1213	960	825	1022	2380	2667	2515	2721	2625	5598	7838	8210	8319	1718	2507
GENE_82248	GG738932.1	100496	101322	+	827	2536	4186	183	5915	3150	2859	2515	2610	3253	3246	3719	3365	3297	4986	4810	4579	4539	4260	3956
GENE_82249	GG738932.1	101351	103857	-	2507	16	43	93	18	10	11	10	6	3192	2643	2690	2965	3404	0	1	21	27	16	16
GENE_75997	GG738932.1	104750	106441	+	1692	12	30	54	3	6	1	0	0	2227	1841	1855	2063	2471	0	0	6	15	0	1
GENE_75998	GG738932.1	106468	106938	-	471	22	42	35	5	4	0	2	1	173	171	175	152	192	2	2	6	0	1	2
GENE_75999	GG738932.1	107401	108705	+	1305	12	6	0	3	8	6	9	16	23	26	33	30	27	44	39	35	37	15	28
GENE_76001	GG738932.1	187217	187702	+	486	0	1	0	0	0	0	2	2	18	20	15	16	14	9	2	5	2	13	13
GENE_54454	GG738932.1;GG738932.1	187766;192521	188569;192523	-;-	807	0	2	4	4	4	2	7	5	8	12	9	14	15	26	12	16	13	35	31
GENE_76003	GG738932.1;GG738932.1;GG738932.1;GG738932.1	192644;192922;193234;193741	192875;193149;193446;193805	+;+;+;+	738	0	0	0	0	0	1	0	0	329	303	361	324	333	0	0	1	0	0	2
GENE_54455	GG738932.1	194403	194858	-	456	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GENE_77073	GG739450.1	46	966	+	921	0	2	0	9	2	10	2	7	26	22	33	29	16	14	34	33	38	26	19
GENE_54931	GG739259.1	1396	2478	-	1083	20	9	1	10	13	3	2	5	6	0	6	4	7	2	0	0	1	2	1
GENE_54890	GG739196.1	517	1221	+	705	110	186	1	135	145	153	122	77	17	12	11	10	12	5	6	3	3	174	55
GENE_54891	GG739196.1	3546	4124	-	579	0	7	29	4	2	7	13	17	30	35	28	31	34	30	11	19	10	48	61
GENE_76373	GG738971.1;GG738971.1	6508;12110	8446;12153	+;+	1983	7	7	0	9	0	8	0	5	9	14	12	8	10	15	12	12	5	26	37
GENE_54650	GG738971.1	12960	15722	-	2763	30	12	0	8	24	15	27	29	152	150	141	144	155	52	74	84	77	52	59
GENE_54809	GG739087.1	396	3293	+	2898	28	64	34	63	108	70	65	61	155	138	157	153	131	70	68	128	160	278	280
GENE_t890	GG739087.1	6861	6941	+	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GENE_76689	GG739087.1	7122	8027	+	906	0	2	0	1	5	2	2	1	16	28	28	24	13	7	9	21	17	0	0
GENE_76870	GG739201.1;GG739201.1	104;2625	753;2653	+;+	679	0	19	0	16	28	27	18	22	42	40	33	40	32	48	96	185	190	30	34
GENE_76859	GG739193.1;GG739193.1;GG739193.1	1077;3167;3840	1677;3469;3889	+;+;+	954	0	30	24	15	31	40	51	39	77	70	72	76	69	5	8	25	29	6	8
GENE_59024	GG738892.1	13	2254	-	2242	74	164	24	119	117	137	94	70	260	264	320	296	311	215	254	307	341	80	78
GENE_51699	GG738892.1	4737	5963	-	1227	79	130	3	159	158	155	109	94	155	141	168	125	174	764	2346	708	594	2545	2634
GENE_71616	GG738892.1	6649	7566	+	918	91	191	111	155	251	270	213	196	519	462	474	522	556	270	174	243	248	157	85
GENE_51700	GG738892.1	13359	16271	+	2913	163	249	47	240	355	324	314	339	2595	2225	2309	2740	2810	680	821	799	897	1038	1300
GENE_51701	GG738892.1	16415	17578	+	1164	0	9	0	6	4	5	1	8	31	13	32	23	18	16	11	8	9	161	240
GENE_51702	GG738892.1	20347	21339	+	993	0	0	26	8	3	8	10	4	17	6	14	11	22	16	8	7	11	126	82
GENE_80982	GG738892.1;GG738892.1;GG738892.1	21390;25736;25865	25689;25812;25889	-;-;-	4402	92	192	13	50	33	8	2	4	1521	1278	1183	1429	1739	0	1	13	16	5	4
GENE_71622	GG738892.1;GG738892.1;GG738892.1;GG738892.1;GG738892.1;GG738892.1;GG738892.1	26029;26191;26380;26732;26918;27107;27196	26147;26337;26690;26868;27063;27150;27425	-;-;-;-;-;-;-	1134	63	141	59	216	399	396	371	320	449	477	491	537	455	349	336	369	466	435	488
GENE_80983	GG738892.1	27474	31626	-	4153	220	393	300	377	883	816	799	644	1171	1241	1322	1330	1299	1054	1215	1299	1586	1109	1786
GENE_71624	GG738892.1	31781	34207	-	2427	197	238	8	213	366	347	348	323	629	545	561	675	586	410	566	694	741	610	942
GENE_71625	GG738892.1;GG738892.1;GG738892.1	34397;34570;34695	34522;34653;36749	+;+;+	2265	67	165	39	114	286	216	226	207	879	782	811	884	883	447	579	688	823	722	827
GENE_71626	GG738892.1;GG738892.1;GG738892.1;GG738892.1	36958;37133;37291;37386	37079;37205;37340;38973	+;+;+;+	1833	0	4	0	5	0	0	0	0	0	0	0	0	0	2	1	0	1	10	32
GENE_71627	GG738892.1	39020	39652	-	633	574	805	553	958	1959	2259	2454	2124	1702	1567	1875	1595	1629	7963	5300	5098	5239	3890	5274
GENE_60828	GG738892.1	40022	40945	-	924	487	772	201	977	856	1082	1184	1074	529	573	643	584	646	1940	2035	2054	2223	831	812
GENE_80985	GG738892.1;GG738892.1;GG738892.1	41476;41942;42375	41896;42323;42523	+;+;+	952	769	1227	86	1530	667	582	478	413	603	564	698	703	649	819	692	412	440	644	794
GENE_71630	GG738892.1;GG738892.1;GG738892.1;GG738892.1	42833;42980;43169;44028	42884;43118;43981;44529	+;+;+;+	1506	312	548	312	648	499	532	497	486	540	551	693	531	532	189	251	384	426	462	667
GENE_71631	GG738892.1	44810	45331	+	522	76	70	38	76	83	86	61	81	234	282	262	274	253	352	232	308	309	1072	1049
GENE_80986	GG738892.1;GG738892.1	45414;45592	45537;45865	+;+	398	0	19	0	20	36	47	41	49	217	203	233	221	250	24	103	154	142	18	37
GENE_80987	GG738892.1;GG738892.1;GG738892.1	47453;48479;48815	48432;48776;48895	-;-;-	1359	233	544	16	172	116	52	38	23	7314	6493	7113	7605	8006	37	25	41	49	78	95
GENE_71634	GG738892.1	49718	50293	+	576	462	790	135	1036	1215	1301	1379	1355	1114	1167	1411	1298	1138	1012	644	669	707	2056	1108
GENE_59028	GG738892.1	50318	51070	-	753	344	272	195	303	441	429	368	354	525	605	660	582	592	687	506	675	776	1006	1760
GENE_51710	GG738892.1	51471	52577	-	1107	22	36	13	37	45	54	56	42	114	103	129	115	131	93	88	161	162	315	217
GENE_59029	GG738892.1	52699	53096	-	398	18940	20998	19882	19727	30749	26451	26265	21944	24939	28176	32311	29205	28147	59897	24503	37283	38613	24838	22802
GENE_80990	GG738892.1	53639	60713	+	7075	1187	1808	378	2403	3436	4282	4956	4399	7376	7625	8890	8028	8220	5262	5080	4281	4814	7109	10724
GENE_71639	GG738892.1	61647	62780	-	1134	236	453	430	388	625	565	680	615	525	454	565	545	536	440	277	282	308	1465	1081
GENE_71640	GG738892.1;GG738892.1	63945;65511	64554;65614	+;+	714	70	76	0	73	72	48	37	41	107	132	121	118	136	32	80	87	108	8	17
GENE_80991	GG738892.1;GG738892.1;GG738892.1	65712;66459;67187	66415;66958;67347	-;-;-	1365	4798	8941	605	8712	8467	6989	5706	4686	6514	6059	6867	6519	6902	7716	7550	4881	5174	2684	3822
GENE_71642	GG738892.1;GG738892.1;GG738892.1;GG738892.1	67514;69525;69578;69634	69469;69533;69586;69801	-;-;-;-	2142	1066	1675	309	1977	2634	2312	2268	2429	1304	1392	1601	1440	1361	914	1371	1261	1481	2008	2889
GENE_80992	GG738892.1	70230	71087	-	858	1469	1732	1013	1703	2908	3342	2378	2177	2129	2079	2489	2396	2411	2590	1187	1114	1172	4240	5649
GENE_t537	GG738892.1	71347	71419	-	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GENE_71644	GG738892.1	71893	72756	+	864	0	0	0	0	3	0	0	0	4	2	1	5	3	7	4	2	10	1	5
GENE_71645	GG738892.1	73075	73398	+	324	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
GENE_t536	GG738892.1	73488	73560	-	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GENE_51717	GG738892.1	73868	75337	+	1470	22	26	0	43	24	29	23	18	508	463	509	517	520	250	314	425	438	58	55
GENE_71647	GG738892.1	75927	76646	+	720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GENE_71648	GG738892.1	77538	78698	+	1161	0	11	0	12	4	17	18	17	98	90	101	96	87	24	59	72	65	16	9
GENE_71649	GG738892.1	78853	79353	-	501	0	1	0	0	1	1	3	0	1	3	8	3	6	3	4	3	4	6	0
GENE_71650	GG738892.1	79494	80549	-	1056	0	0	0	2	0	0	0	0	1	0	1	0	0	4	0	0	0	2	0
GENE_71651	GG738892.1;GG738892.1	81142;81701	81578;82019	+;+	756	38	97	45	90	199	140	146	110	1800	1986	2242	2035	2097	1010	758	734	758	263	248
GENE_80993	GG738892.1	82939	88407	+	5469	561	710	344	594	1065	1214	1308	1169	2004	1908	2159	2155	2230	2593	1929	1887	2132	2001	2311
GENE_51722	GG738892.1	88443	89504	-	1062	0	10	0	5	7	14	9	7	417	359	340	444	486	1	1	3	2	53	65
GENE_59034	GG738892.1	89965	92542	-	2578	2769	4658	667	4704	8976	10181	9479	7649	11287	9892	11058	11067	12280	10043	10790	9972	10641	6645	11769
GENE_71655	GG738892.1;GG738892.1;GG738892.1;GG738892.1	92776;93067;93141;93246	93002;93109;93199;93417	-;-;-;-	501	11	22	30	20	27	6	8	15	73	78	90	86	94	59	50	83	92	85	59
GENE_80995	GG738892.1;GG738892.1	93903;94197	94150;96284	+;+	2336	265	447	156	278	392	346	357	308	996	827	998	1023	924	3137	7768	2051	2276	242	234
GENE_71657	GG738892.1	96477	97043	-	567	28	8	0	9	1	1	4	5	112	96	119	125	137	15	4	4	3	8	0
GENE_71658	GG738892.1	100819	101838	-	1020	0	0	0	2	5	1	1	1	1	1	2	4	0	3	8	2	3	4	0
GENE_71659	GG738892.1	102765	103922	-	1158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GENE_71660	GG738892.1;GG738892.1	105221;105375	105272;106879	+;+	1557	337	472	35	495	144	74	36	18	86	93	88	88	83	57	26	14	13	17	39
GENE_71661	GG738892.1;GG738892.1	107500;108095	108034;108465	-;-	906	392	731	231	534	1302	1156	1092	866	619	605	682	704	681	762	945	797	925	903	951
GENE_71662	GG738892.1;GG738892.1;GG738892.1;GG738892.1	108655;108928;109102;109385	108881;109055;109334;109990	-;-;-;-	1194	27	73	0	43	145	99	88	81	98	83	92	106	113	190	170	250	302	45	23
GENE_88211	GG738892.1	110338	111156	-	819	19	16	0	8	23	8	7	5	97	105	122	117	140	11	1	9	7	10	6
GENE_71664	GG738892.1	113804	114868	-	1065	345	731	244	776	1443	1600	1684	1533	754	787	856	873	824	1041	911	746	885	2295	1844
GENE_71665	GG738892.1	115232	117718	+	2487	400	662	67	843	565	538	583	507	533	546	562	572	595	144	214	129	124	1867	2151
GENE_71666	GG738892.1	119093	119593	+	501	33	69	47	94	72	64	68	60	594	484	660	561	559	331	187	200	231	167	59
GENE_51730	GG738892.1	120083	120559	+	477	333	471	162	338	318	237	195	180	448	379	559	438	435	655	697	734	903	374	216
GENE_80996	GG738892.1	120759	121877	-	1119	60	48	8	6	7	5	3	3	13238	12525	14112	13401	14394	7	2	10	19	1	1
GENE_71669	GG738892.1	122650	123684	+	1035	0	34	20	46	45	44	37	31	181	186	173	182	197	81	97	185	193	101	99
GENE_71670	GG738892.1;GG738892.1	123890;124475	124428;125633	+;+	1698	143	130	61	113	196	199	220	202	486	468	503	562	506	397	373	394	473	476	772
GENE_51733	GG738892.1	125868	128918	+	3051	19	33	9	57	93	68	106	66	507	461	476	576	576	99	141	177	172	58	31
GENE_80997	GG738892.1;GG738892.1	129503;130385	130341;131103	+;+	1558	34	44	5	15	40	21	18	25	2255	2092	2177	2233	2318	76	35	46	44	81	34
GENE_71673	GG738892.1	131417	134200	+	2784	69	54	50	28	22	11	21	13	3718	3303	3451	3891	4022	21	15	43	47	118	87
GENE_56292	GG738892.1;GG738892.1	136820;137989	137886;138123	-;-	1202	4812	8228	881	6676	9145	7385	5663	4222	4828	4556	5305	4965	5231	4957	5208	3382	3466	2140	2504
GENE_71675	GG738892.1	138524	139372	-	849	246	610	58	649	675	603	577	469	269	243	295	254	320	148	174	194	150	210	184
GENE_71676	GG738892.1;GG738892.1;GG738892.1	139580;140102;140475	140048;140419;140551	-;-;-	864	55	156	31	108	59	47	35	33	430	347	410	368	454	6	6	14	14	7	10
GENE_71677	GG738892.1;GG738892.1	140767;141189	141129;141254	-;-	429	188	295	39	434	335	397	353	392	310	347	357	347	343	646	451	495	484	1192	986
GENE_80999	GG738892.1	141391	141793	-	403	13203	14897	15319	13677	17504	20616	20830	17410	15008	14887	18090	15363	15965	38863	17291	16574	16856	13726	1006
GENE_71679	GG738892.1;GG738892.1;GG738892.1;GG738892.1;GG738892.1	142681;143537;144412;144861;144913	143478;144368;144819;144869;146171	+;+;+;+;+	3306	34	45	14	30	44	34	52	43	49	47	43	50	53	85	212	282	306	30	35
GENE_71680	GG738892.1;GG738892.1;GG738892.1;GG738892.1	146740;147246;147643;148537	147198;147597;148478;149052	-;-;-;-	2163	83	184	70	154	239	194	186	165	320	386	423	455	456	304	384	376	476	490	608
GENE_82737	GG738892.1;GG738892.1	149362;151294	151277;151333	+;+	1956	1386	2553	404	2411	2452	2270	2185	2202	2199	2126	2623	2390	2301	2496	3149	5054	5316	6150	9728
GENE_71682	GG738892.1	151325	154087	-	2763	244	352	81	270	475	353	283	301	445	411	464	471	449	779	843	902	1054	509	759
GENE_51741	GG738892.1	154318	156000	+	1683	12	42	54	54	66	68	82	55	76	103	95	87	86	116	142	208	221	247	198
GENE_51742	GG738892.1	157818	159440	+	1623	227	353	289	400	721	666	718	700	1204	1065	1226	1303	1305	880	1172	1491	1855	1659	2257
GENE_71685	GG738892.1	159558	160085	-	528	47	130	74	144	144	158	169	146	104	93	113	115	88	269	164	185	203	739	683
GENE_t535	GG738892.1	160285	160355	-	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GENE_81001	GG738892.1	160922	174494	+	13573	413	851	182	933	1643	1853	2022	1848	809	879	1079	1006	911	3025	1995	1493	1646	3805	6627
GENE_59041	GG738892.1	174574	175548	-	975	168	115	29	86	228	199	159	163	566	534	587	615	597	1005	1204	599	707	579	683
GENE_71688	GG738892.1	175545	175973	-	429	58	37	38	38	121	89	126	105	342	298	344	301	357	109	577	321	415	64	56
GENE_44712	GG738892.1	177770	178228	+	459	0	2	0	1	8	10	6	6	48	70	59	57	58	92	176	82	81	2	13
GENE_81003	GG738892.1;GG738892.1	179531;179652	179572;180306	+;+	697	145	387	42	331	617	613	683	541	164	134	183	163	172	1620	963	795	859	458	124
GENE_82738	GG738892.1	180518	180819	-	302	1274	1842	604	2352	1312	1483	2183	1661	11437	11144	14565	12980	11487	10459	3277	4683	3661	2491	3682
GENE_71691	GG738892.1;GG738892.1	181633;182409	182360;183597	+;+	1917	50	101	10	103	193	228	203	177	779	726	806	855	848	197	240	269	334	576	654
GENE_71692	GG738892.1	183968	184861	-	894	75	130	126	95	21	7	11	16	5	6	3	8	6	153	165	148	152	289	543
GENE_81004	GG738892.1;GG738892.1	184951;188049	187999;188402	-;-	3403	355	665	147	741	1044	1204	1208	1082	1709	1589	1798	1819	1769	1576	2089	1694	1859	1955	2398
GENE_51747	GG738892.1	190043	190942	+	900	0	42	84	47	56	52	67	66	113	81	90	86	91	123	73	74	95	419	442
GENE_71695	GG738892.1	191155	191847	-	693	0	1	0	4	1	0	1	1	0	1	0	0	1	0	0	0	1	0	0
GENE_51749	GG738892.1	192168	192812	-	645	66	149	32	105	6	13	9	4	323	326	353	323	337	70	77	62	78	45	80
GENE_71697	GG738892.1	193018	193431	-	414	106	114	122	360	620	848	767	566	9	3	10	10	14	143	72	59	75	34	36
GENE_51750	GG738892.1	193637	195226	-	1590	54	92	35	62	198	173	150	166	511	515	559	618	556	327	400	461	521	493	445
GENE_81005	GG738892.1;GG738892.1	195572;196949	196903;197795	-;-	2179	130	190	31	162	358	342	357	303	1134	987	1169	1097	1107	625	818	715	867	272	261
GENE_81006	GG738892.1;GG738892.1	197997;199020	198978;199564	+;+	1527	54	24	19	37	68	96	76	69	164	132	176	157	146	145	271	254	292	56	76
GENE_t534	GG738892.1	199692	199764	-	73	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GENE_59045	GG738892.1	200316	200945	+	630	338	461	176	430	183	112	108	108	1380	1047	1246	1227	1241	265	135	321	357	279	316
GENE_71702	GG738892.1	201142	203229	+	2088	17	19	0	7	27	17	19	28	362	284	268	365	324	29	56	85	79	35	37
GENE_71703	GG738892.1	203275	204759	-	1485	107	161	74	171	77	81	81	82	1220	1140	1131	1202	1264	206	228	271	318	285	249
GENE_71704	GG738892.1	205261	207141	+	1881	740	980	134	1030	1691	1811	2226	1822	434	356	386	419	418	386	422	443	502	1474	1627
GENE_81008	GG738892.1;GG738892.1	207307;207804	207641;210536	+;+	3068	794	1298	224	1324	2091	1920	1991	1592	3418	3138	3379	3481	3625	2458	3608	3855	4267	1198	1744
GENE_81009	GG738892.1;GG738892.1	210611;211076	211025;212847	-;-	2187	46	100	53	83	148	169	173	163	601	564	598	592	651	241	200	324	261	896	1501
GENE_71707	GG738892.1	213662	215821	-	2160	0	0	0	1	0	0	0	0	0	0	0	0	1	2	4	1	0	1	0
GENE_81010	GG738892.1	216360	217623	+	1264	196	265	9	363	243	278	308	274	566	516	663	633	614	362	436	406	469	145	183
GENE_51761	GG738892.1	217687	218274	-	588	22	21	25	40	20	12	13	23	28	29	15	32	28	16	23	10	16	109	81
GENE_71710	GG738892.1;GG738892.1;GG738892.1;GG738892.1	218520;218744;219867;220556	218699;219039;220506;221077	-;-;-;-	1638	7	66	33	61	42	49	45	40	69	97	107	83	81	8	21	52	51	214	122
GENE_71711	GG738892.1;GG738892.1	221627;221982	221871;222123	+;+	387	104	62	0	48	146	99	111	127	139	119	163	147	163	287	153	168	162	254	176
GENE_71712	GG738892.1	222541	223209	+	669	14	56	0	45	6	6	12	27	1	0	4	2	1	15	21	10	9	119	101
GENE_51763	GG738892.1	223384	224163	-	780	14	16	0	29	50	29	27	46	173	124	151	169	164	229	174	230	239	104	129
GENE_71714	GG738892.1	224684	230548	-	5865	21	48	24	61	43	57	62	75	394	364	420	360	404	208	219	292	346	169	138
GENE_71715	GG738892.1	231098	232045	-	948	0	31	45	34	38	45	53	42	95	105	95	107	130	90	81	139	177	52	88
GENE_71716	GG738892.1	232729	234114	-	1386	30	6	0	10	26	19	24	27	496	507	540	506	477	96	89	77	91	46	62
GENE_71717	GG738892.1	234649	235683	-	1035	18	33	12	53	40	29	25	39	8	18	15	12	23	364	425	120	123	116	8
GENE_t533	GG738892.1	236545	236616	-	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GENE_71718	GG738892.1	236704	237684	+	981	16	96	23	92	104	113	158	129	105	121	177	153	148	77	71	98	91	80	73
GENE_59049	GG738892.1;GG738892.1	237919;239022	238860;239202	-;-	1123	383	787	90	549	1107	897	857	697	950	980	1046	1008	1060	1268	1077	993	1055	469	388
GENE_t530	GG738892.1	239684	239764	+	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GENE_71720	GG738892.1	239805	240107	+	303	0	0	0	0	0	3	1	1	13	10	7	15	12	1	1	4	9	2	1
GENE_71721	GG738892.1	240439	241209	+	771	28	3	0	2	9	10	7	9	42	48	43	49	37	17	22	24	18	11	21
GENE_71722	GG738892.1	241514	242524	+	1011	0	8	0	11	5	5	6	18	61	53	49	53	44	20	13	15	25	32	30
GENE_81012	GG738892.1;GG738892.1;GG738892.1	242589;244685;245032	244642;244961;245052	+;+;+	2352	56	145	28	103	123	138	144	126	302	274	327	287	263	81	143	157	168	111	108
GENE_t532	GG738892.1	245050	245130	-	81	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
GENE_81014	GG738892.1;GG738892.1;GG738892.1;GG738892.1;GG738892.1;GG738892.1	245273;246049;247918;248093;248444;248615	245970;247845;248062;248359;248507;248719	-;-;-;-;-;-	3076	87	227	122	353	704	870	992	797	2313	2158	2406	2309	2491	830	1286	1185	1375	284	274
GENE_51768	GG738892.1	249011	250480	+	1470	652	719	240	1002	1862	2337	2466	2151	2745	2465	2870	2654	3023	1067	1097	1180	1258	902	829
GENE_71727	GG738892.1	250579	251817	-	1239	52	147	39	195	558	588	680	591	631	549	716	617	652	1460	1181	1153	1262	531	540
GENE_51770	GG738892.1;GG738892.1	252144;254190	253101;255346	+;+	2115	56	60	0	80	44	27	57	21	125	130	124	133	125	108	114	165	190	136	132
GENE_59052	GG738892.1;GG738892.1	255392;256398	256051;257250	-;-	1513	373	535	133	722	1418	1534	1455	1296	443	521	512	531	515	1682	2235	1712	1952	2185	756
GENE_t531	GG738892.1	257483	257554	-	72	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0
GENE_71731	GG738892.1;GG738892.1;GG738892.1	257814;258064;258399	258008;258346;258700	+;+;+	780	216	225	348	339	674	759	861	768	480	515	502	482	513	1818	1662	2107	2161	1014	988
GENE_71732	GG738892.1	258880	259479	+	600	0	4	0	3	3	1	0	6	7	4	8	3	10	16	9	10	9	17	23
GENE_71733	GG738892.1;GG738892.1	259580;261327	261237;261966	-;-	2298	153	240	46	309	364	289	317	322	1144	1001	985	1087	1168	442	593	733	808	528	584
GENE_71734	GG738892.1	262378	263310	+	933	292	643	5	768	130	118	112	170	135	150	166	131	152	201	192	226	248	747	852
GENE_51775	GG738892.1;GG738892.1	263528;263969	263680;264481	+;+	666	125	452	64	424	485	517	536	604	430	457	616	469	470	1749	1338	1447	1757	1053	885
GENE_71736	GG738892.1;GG738892.1;GG738892.1	264592;265872;266964	265828;266851;267080	+;+;+	2334	317	474	48	736	670	731	555	531	1078	1020	1049	1124	1120	328	768	673	841	277	411
GENE_81016	GG738892.1	267281	273231	-	5951	102	251	51	208	340	311	376	293	607	580	664	665	644	440	320	419	416	571	803
GENE_59054	GG738892.1;GG738892.1	273619;274128	273946;274865	+;+	1066	5471	9787	829	9279	10929	10311	9214	6909	4971	4792	5855	5248	5635	6693	5487	3538	3510	7142	7348
GENE_81018	GG738892.1;GG738892.1;GG738892.1	274952;275535;275832	275486;275784;276480	-;-;-	1434	1163	2396	301	2774	959	973	955	969	1053	969	1162	1090	1154	1364	1425	1268	1417	1411	1482
GENE_71740	GG738892.1;GG738892.1;GG738892.1;GG738892.1;GG738892.1	276668;276991;281352;281639;281826	276952;281246;281519;281739;281959	-;-;-;-;-	4944	12	8	9	13	18	20	20	4	76	93	100	92	95	10	24	19	46	26	17
GENE_81019	GG738892.1;GG738892.1	284049;284534	284373;289404	+;+	5196	695	1060	208	1087	2530	3202	3521	2819	5153	4765	5031	5260	5437	2960	3975	4986	5547	2814	3522
GENE_71742	GG738892.1	289625	291169	+	1545	0	5	0	2	2	1	1	0	21	19	13	22	36	5	8	9	5	14	9
GENE_71743	GG738892.1;GG738892.1	291880;291974	291929;292517	-;-	594	23	21	0	32	33	36	22	24	3	0	3	1	4	0	1	4	0	0	3
GENE_71744	GG738892.1	292922	293413	+	492	0	0	0	3	2	2	4	7	8	7	12	5	8	2	0	1	6	10	24
GENE_59057	GG738892.1;GG738892.1;GG738892.1	294339;295085;295654	294936;295610;296307	+;+;+	1778	785	827	348	982	2000	2679	2794	2343	561	527	616	636	612	1469	1305	1345	1393	1819	3241
GENE_51782	GG738892.1	296386	297393	-	1008	25	52	2	24	46	57	69	27	148	129	140	111	142	52	56	98	101	67	93
GENE_51783	GG738892.1	297958	298440	+	483	65	90	124	128	65	71	74	54	81	87	116	83	95	238	132	195	244	159	166
GENE_71747	GG738892.1;GG738892.1	298527;299343	299298;299482	-;-	912	5	10	0	11	22	10	5	11	18	19	27	31	35	28	16	32	34	67	123
GENE_71748	GG738892.1	300331	302040	-	1710	53	148	17	104	105	85	108	90	239	138	176	185	172	26	77	106	122	92	164
GENE_81021	GG738892.1;GG738892.1;GG738892.1	302258;302930;303195	302845;303091;303256	-;-;-	812	4003	5941	1283	5280	8498	8119	7514	7182	15589	16331	19634	16826	17551	11651	7984	8397	9022	8905	11798
GENE_71750	GG738892.1	303792	305648	-	1857	52	54	16	49	66	53	64	86	192	222	247	245	201	141	126	302	350	125	72
GENE_71751	GG738892.1;GG738892.1;GG738892.1	306042;306615;308942	306326;308901;309828	+;+;+	3459	41	35	0	40	62	68	75	68	97	108	126	112	94	144	97	159	149	257	264
GENE_81022	GG738892.1;GG738892.1;GG738892.1	312784;313186;314427	313139;314369;314779	-;-;-	1893	40	12	0	13	21	24	30	19	21	27	20	16	19	9	11	15	28	81	99
